CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthYear;BirthMonth;BirthDay;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance
11249;178;AW00011249;null;Cindy;A;Patel;FALSE;1982;7;9;M;null;F;cindy3@adventure-works.com;130000;3;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;3;Essener Straße 123;null;1 (11) 500 555-0149;11.03.2018;0-1 Miles
11250;276;AW00011250;null;Shannon;D;Liu;FALSE;1982;3;8;M;null;F;shannon4@adventure-works.com;170000;3;4;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;4185 Keywood Ct.;null;1 (11) 500 555-0119;18.08.2017;5-10 Miles
11251;50;AW00011251;null;Xavier;null;Long;FALSE;1954;;;S;null;M;xavier51@adventure-works.com;30000;4;0;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;9245 Dantley Way;null;243-555-0114;20.03.2020;5-10 Miles
11252;335;AW00011252;null;Nicholas;D;Thompson;FALSE;1953;;;S;null;M;nicholas16@adventure-works.com;90000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;504 O St.;null;377-555-0147;14.01.2018;2-5 Miles
11253;69;AW00011253;null;José;M;Hernandez;FALSE;1965;8;24;M;null;M;josé54@adventure-works.com;60000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;5703 Donald Dr.;null;712-555-0130;02.08.2019;1-2 Miles
11254;612;AW00011254;null;Johnathan;W;Vance;FALSE;1954;8;31;M;null;M;johnathan5@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;9430 Versailles Pl;null;494-555-0166;25.04.2020;5-10 Miles
11255;612;AW00011255;null;Colin;null;Lin;FALSE;1954;10;2;M;null;M;colin8@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;6083 San Jose;null;599-555-0132;27.07.2019;5-10 Miles
11256;626;AW00011256;null;Katelyn;L;Hernandez;FALSE;1955;3;20;M;null;F;katelyn42@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;7496 Deerfield Dr.;null;249-555-0116;16.09.2019;5-10 Miles
11257;345;AW00011257;null;Jacqueline;null;Powell;FALSE;1954;7;6;S;null;F;jacqueline9@adventure-works.com;120000;1;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;4;4076 Northwood Dr;null;796-555-0111;24.01.2018;2-5 Miles
11258;352;AW00011258;null;Xavier;null;Hill;FALSE;1954;12;26;M;null;M;xavier26@adventure-works.com;120000;1;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;4;2707 Virgil Street;null;559-555-0149;22.10.2019;2-5 Miles
11259;548;AW00011259;null;Victoria;C;Stewart;FALSE;1986;9;24;M;null;F;victoria24@adventure-works.com;100000;4;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;3623 Barquentine Court;null;230-555-0139;04.02.2018;2-5 Miles
11260;302;AW00011260;null;Katelyn;L;Kelly;FALSE;1992;4;8;M;null;F;katelyn1@adventure-works.com;110000;2;2;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;3;7085 Solano Drive;null;507-555-0132;09.07.2019;2-5 Miles
11261;359;AW00011261;null;Stephanie;null;Collins;FALSE;1986;10;22;M;null;F;stephanie52@adventure-works.com;130000;1;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;2868 Central Avenue;null;209-555-0173;27.02.2018;0-1 Miles
11262;60;AW00011262;null;Jennifer;null;Simmons;FALSE;1991;5;1;M;null;F;jennifer88@adventure-works.com;80000;4;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;0;7959 Mt. Wilson Way;null;148-555-0115;31.07.2019;0-1 Miles
11263;612;AW00011263;null;Trinity;null;Richardson;FALSE;1986;3;11;M;null;F;trinity9@adventure-works.com;90000;5;5;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;3;3063 Blue Jay Drive;null;111-555-0116;29.01.2018;2-5 Miles
11264;618;AW00011264;null;Eduardo;null;Martin;FALSE;1985;12;15;S;null;M;eduardo13@adventure-works.com;90000;5;5;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;3;5137 Pheasant Court;null;342-555-0195;05.06.2019;0-1 Miles
11265;623;AW00011265;null;Elizabeth;P;Jones;FALSE;1986;1;10;M;null;F;elizabeth7@adventure-works.com;90000;5;5;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;3;2253 Firestone Dr.;null;941-555-0110;06.06.2019;0-1 Miles
11266;632;AW00011266;null;Taylor;null;Howard;FALSE;1985;11;2;S;null;F;taylor14@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;1;7396 Stratton Circle;null;162-555-0131;10.02.2018;5-10 Miles
11267;302;AW00011267;null;David;null;Diaz;FALSE;1991;9;29;S;null;M;david55@adventure-works.com;120000;4;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;2075 Browse Ct;null;613-555-0119;17.02.2018;2-5 Miles
11268;312;AW00011268;null;Katelyn;A;Carter;FALSE;1985;10;31;M;null;F;katelyn33@adventure-works.com;130000;2;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;3050 Monte Cresta Avenue;null;103-555-0195;30.10.2019;1-2 Miles
11269;314;AW00011269;null;Ryan;W;Foster;FALSE;1991;10;10;M;null;M;ryan19@adventure-works.com;130000;2;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;5376 Sahara Drive;null;961-555-0133;23.01.2020;0-1 Miles
11270;334;AW00011270;null;Robert;L;Lee;FALSE;;;;M;null;M;robert82@adventure-works.com;130000;2;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;3;5461 Camino Verde Ct.;null;447-555-0174;10.02.2018;0-1 Miles
11271;360;AW00011271;null;Danielle;C;Reed;FALSE;1985;12;3;S;null;F;danielle23@adventure-works.com;150000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;0;4;6683 Carrick Ct;null;136-555-0114;27.02.2018;1-2 Miles
11272;300;AW00011272;null;Lauren;L;Martinez;FALSE;1978;5;10;S;null;F;lauren35@adventure-works.com;70000;4;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;0;4357 Tosca Way;null;977-555-0117;19.02.2018;5-10 Miles
11273;331;AW00011273;null;Nathan;E;Lal;FALSE;1978;3;31;M;null;M;nathan26@adventure-works.com;90000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;0;7064 Cypress Ave;null;147-555-0121;15.10.2019;10+ Miles
11274;609;AW00011274;null;Kyle;M;Foster;FALSE;1955;10;10;M;null;M;kyle11@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;5617 Landing Dr;null;846-555-0126;29.01.2018;5-10 Miles
11275;310;AW00011275;null;Jenny;D;Rai;FALSE;1955;7;18;M;null;F;jenny40@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;1440 Willow Pass Dr.;null;780-555-0119;30.01.2018;0-1 Miles
11276;49;AW00011276;null;Nancy;E;Chapman;FALSE;1990;9;15;M;null;F;nancy7@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;1480 Shoenic;null;909-555-0129;02.07.2019;2-5 Miles
11277;62;AW00011277;null;Charles;P;Jackson;FALSE;1984;;;M;null;M;charles15@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;3400 Folson Drive;null;194-555-0175;06.07.2019;0-1 Miles
11278;614;AW00011278;null;Jonathan;null;Phillips;FALSE;1985;2;16;S;null;M;jonathan35@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;1;8772 Rock Creek Way;null;967-555-0176;16.02.2018;10+ Miles
11279;616;AW00011279;null;Amanda;S;Cook;FALSE;1990;9;8;M;null;F;amanda3@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;9187 Vista Del Sol;null;252-555-0177;04.08.2019;10+ Miles
11280;626;AW00011280;null;Robert;null;Collins;FALSE;1985;2;17;M;null;M;robert45@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;5271 Sierra Road;null;966-555-0171;02.12.2019;10+ Miles
11281;301;AW00011281;null;Megan;J;Barnes;FALSE;1990;10;6;S;null;F;megan53@adventure-works.com;110000;4;2;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;4;40 Ellis St.;null;807-555-0156;13.02.2018;5-10 Miles
11282;612;AW00011282;null;Christian;A;Thomas;FALSE;1983;7;16;M;null;M;christian46@adventure-works.com;90000;5;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;5205 Coralie Drive;null;692-555-0172;31.01.2018;1-2 Miles
11283;299;AW00011283;null;Arturo;null;Lal;FALSE;1984;4;24;M;null;M;arturo33@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;4593 Mendouno Dr.;null;638-555-0164;30.10.2019;1-2 Miles
11284;307;AW00011284;null;Theresa;null;Serrano;FALSE;1983;9;24;M;null;F;theresa12@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;9007 S Royal Links Circle;null;777-555-0162;10.07.2019;1-2 Miles
11285;322;AW00011285;null;Jeremy;J;Anderson;FALSE;1989;3;15;M;null;M;jeremy2@adventure-works.com;120000;1;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;4;7655 Greer Ave;null;940-555-0176;28.12.2019;2-5 Miles
11286;374;AW00011286;null;Hunter;D;Griffin;FALSE;1983;8;31;M;null;M;hunter16@adventure-works.com;170000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;4;4079 Redbird Lane;null;410-555-0148;21.02.2018;2-5 Miles
11287;49;AW00011287;null;Henry;B;Garcia;FALSE;1982;7;16;M;null;M;henry16@adventure-works.com;70000;5;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;3;3268 Hazelwood Lane;null;282-555-0185;02.07.2019;5-10 Miles
11288;301;AW00011288;null;Cindy;K;Sanchez;FALSE;1994;3;12;M;null;F;cindy19@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;3;7062 Starflower Drive;null;198-555-0118;06.08.2019;2-5 Miles
11289;315;AW00011289;null;Maria;S;Carter;FALSE;1988;3;3;M;null;F;maria53@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;1;8603 Elmhurst Lane;null;239-555-0158;08.02.2018;0-1 Miles
11290;334;AW00011290;null;Katelyn;null;Sanchez;FALSE;1988;8;14;M;null;F;katelyn26@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;3;8869 Climbing Vine Court;null;395-555-0150;20.02.2018;2-5 Miles
11291;335;AW00011291;null;Jenna;null;Wright;FALSE;1988;5;1;M;null;F;jenna19@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;3;232 Pinnacle Drive;null;118-555-0191;04.02.2018;2-5 Miles
11292;361;AW00011292;null;Seth;null;Phillips;FALSE;1983;5;5;S;null;M;seth42@adventure-works.com;150000;1;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;3;4361 Loftus Road;null;980-555-0196;15.02.2018;0-1 Miles
11293;632;AW00011293;null;Luke;S;Long;FALSE;1976;11;23;S;null;M;luke28@adventure-works.com;60000;2;0;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;3177 Dover Way;null;786-555-0117;28.07.2019;1-2 Miles
11294;618;AW00011294;null;Dalton;P;Clark;FALSE;1977;3;2;M;null;M;dalton18@adventure-works.com;60000;2;0;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;4381 Amazonas;null;388-555-0195;26.02.2020;1-2 Miles
11295;311;AW00011295;null;Taylor;G;Lewis;FALSE;1975;11;;S;null;F;taylor67@adventure-works.com;80000;2;0;Partial High School;Educación secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;8827 Ward Court;null;291-555-0174;25.02.2018;5-10 Miles
11296;616;AW00011296;null;Haley;null;Richardson;FALSE;1957;4;5;S;null;F;haley10@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;6203 Laurel Drive;null;620-555-0129;01.02.2018;5-10 Miles
11297;301;AW00011297;null;Noah;null;Coleman;FALSE;1956;8;1;S;null;M;noah2@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;5562 Galindo Street;null;847-555-0167;26.02.2018;5-10 Miles
11298;307;AW00011298;null;Jon;null;Luo;FALSE;1956;8;30;M;null;M;jon46@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;3560 River Rock Lane;null;127-555-0189;12.02.2018;1-2 Miles
11299;301;AW00011299;null;Orlando;E;Vazquez;FALSE;1957;9;29;M;null;M;orlando14@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;8547 Catherine Way;null;757-555-0143;26.02.2018;1-2 Miles
11300;54;AW00011300;null;Fernando;null;Barnes;FALSE;1981;8;31;M;null;M;fernando47@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;3;7633 Greenhills Circle;null;469-555-0125;04.07.2019;1-2 Miles
11301;607;AW00011301;null;Cameron;L;Rodriguez;FALSE;1981;12;7;M;null;M;cameron38@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;1217 Mariposa;null;727-555-0119;10.11.2019;5-10 Miles
11302;539;AW00011302;null;Spencer;null;Russell;FALSE;1987;12;9;S;null;M;spencer22@adventure-works.com;90000;4;3;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;3;2396 Mink Court;null;834-555-0131;06.02.2018;1-2 Miles
11303;614;AW00011303;null;Julia;null;Coleman;FALSE;1982;4;10;S;null;F;julia72@adventure-works.com;90000;4;3;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;3;3128 Ramsey Circle;null;907-555-0170;02.02.2018;1-2 Miles
11304;547;AW00011304;null;Julia;B;Garcia;FALSE;1987;3;14;M;null;F;julia38@adventure-works.com;100000;0;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;0;6179 Mt. Hamilton Dr.;null;923-555-0183;21.08.2019;5-10 Miles
11305;307;AW00011305;null;Sean;A;Evans;FALSE;1981;12;17;M;null;M;sean31@adventure-works.com;110000;3;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;4;7118 Elliott Dr.;null;791-555-0174;26.08.2019;2-5 Miles
11306;312;AW00011306;null;Micah;A;Zhou;FALSE;1981;12;20;M;null;M;micah19@adventure-works.com;110000;3;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;4;6105 Brownstone Rd;null;497-555-0185;01.12.2019;2-5 Miles
11307;314;AW00011307;null;Hunter;P;Rodriguez;FALSE;1981;10;;M;null;M;hunter53@adventure-works.com;80000;2;0;Partial High School;Educación secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;4343 Cook Street;null;996-555-0142;04.02.2018;5-10 Miles
11308;546;AW00011308;null;Ian;T;Gonzales;FALSE;1975;9;;M;null;M;ian57@adventure-works.com;60000;2;0;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;7122 Athene Dr.;null;904-555-0153;08.02.2020;1-2 Miles
11309;536;AW00011309;null;Victoria;null;Lewis;FALSE;1975;12;10;S;null;F;victoria20@adventure-works.com;60000;2;0;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;4426 Tanager Road;null;586-555-0191;10.12.2019;5-10 Miles
11310;360;AW00011310;null;Erin;A;Sanders;FALSE;1980;7;5;S;null;F;erin7@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;7541 Black Point Pl;null;233-555-0160;13.01.2020;5-10 Miles
11311;626;AW00011311;null;Gabrielle;D;Lopez;FALSE;1975;2;21;S;null;F;gabrielle63@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;0;2;8619 Parkside Dr.;null;783-555-0174;19.09.2019;1-2 Miles
11312;626;AW00011312;null;Sara;null;Richardson;FALSE;1974;10;1;S;null;F;sara10@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;7375 Kipling Court;null;296-555-0174;18.10.2019;5-10 Miles
11313;632;AW00011313;null;Trevor;null;Jenkins;FALSE;1974;8;27;S;null;M;trevor6@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;4697 Yosemite Dr.;null;120-555-0129;08.10.2019;5-10 Miles
11314;618;AW00011314;null;Mya;null;Flores;FALSE;1986;6;16;S;null;F;mya13@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;0;2;8439 Rio Grande Drive;Unit A;522-555-0140;29.07.2019;1-2 Miles
11315;632;AW00011315;null;Hailey;J;Ward;FALSE;1975;3;31;S;null;F;hailey12@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;0;2;6321 Maya;null;767-555-0151;21.10.2019;1-2 Miles
11316;51;AW00011316;null;Luke;null;Allen;FALSE;1975;5;17;M;null;M;luke52@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;419 Deermeadow Way;null;786-555-0133;15.06.2019;5-10 Miles
11317;548;AW00011317;null;Victoria;D;Russell;FALSE;1979;9;14;S;null;F;victoria66@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;2;9268 Keller Ridge;null;663-555-0197;01.02.2018;5-10 Miles
11318;614;AW00011318;null;Jessica;null;Wilson;FALSE;1974;4;25;S;null;F;jessica54@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;2;1652 Willcrest Circle;null;702-555-0180;19.03.2020;1-2 Miles
11319;348;AW00011319;null;Jade;E;Bailey;FALSE;1964;4;23;M;null;F;jade13@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;0;2;8119 Northridge Ct;# 1;819-555-0160;09.02.2018;1-2 Miles
11320;325;AW00011320;null;Morgan;M;Hill;FALSE;1958;12;24;M;null;F;morgan19@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;6951 Harmony Way;null;510-555-0120;16.11.2019;5-10 Miles
11321;612;AW00011321;null;Terrance;D;Raman;FALSE;1960;1;5;M;null;M;terrance9@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;2297 Via Valencia;null;879-555-0124;27.07.2019;5-10 Miles
11322;611;AW00011322;null;Sydney;null;Garcia;FALSE;1959;9;12;M;null;F;sydney78@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;252 Hemlock Drive;null;783-555-0116;25.08.2019;5-10 Miles
11323;314;AW00011323;null;Jose;null;Patterson;FALSE;1959;12;18;S;null;M;jose33@adventure-works.com;120000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;3;648 Newport Drive;null;768-555-0153;10.02.2018;5-10 Miles
11324;325;AW00011324;null;Zachary;null;Anderson;FALSE;1960;11;10;M;null;M;zachary39@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;2476 Mt. Whitney Way;null;693-555-0118;26.02.2018;1-2 Miles
11325;637;AW00011325;null;Elijah;E;Ross;FALSE;1960;12;;S;null;M;elijah7@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;6679 Cornelius Dr;null;409-555-0142;19.02.2018;5-10 Miles
11326;300;AW00011326;null;Rafael;M;Xie;FALSE;1960;12;;M;null;M;rafael26@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;4;369 Peabody Road;null;663-555-0137;15.02.2018;0-1 Miles
11327;301;AW00011327;null;Jaime;C;Moreno;FALSE;1961;9;1;M;null;M;jaime48@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;83 Mountain View Blvd;null;457-555-0178;26.02.2018;5-10 Miles
11328;55;AW00011328;null;Julian;M;Griffin;FALSE;1961;6;30;M;null;M;julian20@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;7398 Withersed Lane;null;636-555-0197;08.06.2019;5-10 Miles
11329;311;AW00011329;null;Andy;null;Alvarez;FALSE;1962;1;22;S;null;M;andy9@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;9466 Morning Glory Dr.;null;367-555-0172;25.02.2018;5-10 Miles
11330;59;AW00011330;null;Ryan;M;Thompson;FALSE;1961;11;10;M;null;M;ryan38@adventure-works.com;110000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;3407 Pinon Dr.;null;138-555-0142;16.07.2019;2-5 Miles
11331;63;AW00011331;null;Samantha;null;Jenkins;FALSE;1990;1;3;M;null;F;samantha32@adventure-works.com;90000;4;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Skilled Manual;Obrero especializado;Technicien;1;2;1046 Cloverleaf Circle;null;936-555-0152;11.07.2019;1-2 Miles
11332;153;AW00011332;null;Deanna;D;Ramos;FALSE;1984;4;2;S;null;F;deanna44@adventure-works.com;10000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Manual;Obrero;Ouvrier;1;0;Roßstr 9938;null;1 (11) 500 555-0138;17.03.2018;0-1 Miles
11333;261;AW00011333;null;Emily;R;Miller;FALSE;1984;1;7;M;null;F;emily6@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;9075 Calle Verde;null;1 (11) 500 555-0110;22.08.2017;0-1 Miles
11334;269;AW00011334;null;Nicole;null;Brown;FALSE;1982;9;19;M;null;F;nicole4@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Bac + 4;Manual;Obrero;Ouvrier;1;0;1135 W St.;null;1 (11) 500 555-0187;06.08.2017;0-1 Miles
11335;120;AW00011335;null;Carla;L;Raman;FALSE;1993;12;18;M;null;F;carla14@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Bac + 4;Manual;Obrero;Ouvrier;1;0;Winterfeldtstr 255;null;1 (11) 500 555-0124;25.03.2018;0-1 Miles
11336;204;AW00011336;null;Shaun;null;Raji;FALSE;1989;3;8;M;null;M;shaun21@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;44, rue du Départ;null;1 (11) 500 555-0122;28.02.2019;0-1 Miles
11337;273;AW00011337;null;Jerome;null;Romero;FALSE;1983;3;21;M;null;M;jerome7@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Bac + 4;Manual;Obrero;Ouvrier;1;0;7289 Brookview Dr.;null;1 (11) 500 555-0112;11.08.2017;0-1 Miles
11338;154;AW00011338;null;Frank;F;Navarro;FALSE;1988;8;6;M;null;M;frank17@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;Buergermeister-ulrich-str 2987;null;1 (11) 500 555-0139;13.03.2018;0-1 Miles
11339;202;AW00011339;null;Dennis;M;She;FALSE;1983;1;5;S;null;M;dennis25@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;828, rue de Berri;null;1 (11) 500 555-0141;10.03.2019;0-1 Miles
11340;192;AW00011340;null;Melody;C;Munoz;FALSE;1963;4;3;M;null;F;melody8@adventure-works.com;10000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;9, avenue Reille;null;1 (11) 500 555-0147;30.03.2019;0-1 Miles
11341;236;AW00011341;null;Randy;A;Zeng;FALSE;1958;2;18;M;null;M;randy24@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;2334 Brandywine Way;null;1 (11) 500 555-0144;12.09.2017;0-1 Miles
11342;191;AW00011342;null;Marshall;L;Wang;FALSE;1989;3;7;M;null;M;marshall0@adventure-works.com;30000;5;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;68062, rue des Grands Champs;null;1 (11) 500 555-0161;13.12.2019;0-1 Miles
11343;264;AW00011343;null;Arthur;P;Carlson;FALSE;1991;3;9;M;null;M;arthur41@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Bac + 4;Manual;Obrero;Ouvrier;1;0;6507 Fieldcrest Dr.;null;1 (11) 500 555-0166;05.09.2017;0-1 Miles
11344;262;AW00011344;null;Jessie;null;Jimenez;FALSE;1979;1;21;M;null;F;jessie3@adventure-works.com;10000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Manual;Obrero;Ouvrier;1;0;5723 C Wharton Way;null;1 (11) 500 555-0193;13.10.2017;0-1 Miles
11345;224;AW00011345;null;Robin;null;Ramos;FALSE;1978;9;9;S;null;F;robin13@adventure-works.com;10000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Manual;Obrero;Ouvrier;1;0;6, rue de l´Esplanade;null;1 (11) 500 555-0111;25.03.2019;0-1 Miles
11346;196;AW00011346;null;Deanna;E;Gutierrez;FALSE;1982;5;18;S;null;F;deanna37@adventure-works.com;10000;2;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Manual;Obrero;Ouvrier;1;1;Attaché de Presse;Place d´ Armes;1 (11) 500 555-0112;04.03.2019;0-1 Miles
